,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
663586,Austin Riley,157,155,279,96,14,389,.964,2.39,2.43,1391.0,157,20,0,5,135,146,90,39,2,38,163,55,1,168,17,.276,608,.351,.535,.886,0,2,1.000,13,2601,,,,,,,,,,,,,,,,,,,,,,325,0.92,,,,,,,,,,,,0,0,4,684,93,264,.316,16.00,,
693821,Bryce Elder,9,8,3,3,0,6,1.000,0.67,1.10,49.0,9,1,0,0,56,44,15,7,0,3,42,22,1,38,3,.215,177,.309,.305,.614,1,5,.833,4,775,2.76,49.0,2,3,0,0,0,0,15,1.22,205,147,9,1,1,471,.610,3,0,0,0,54,1.27,.400,15.82,1,1.91,7.71,4.04,6.98,2.76,0.55,2,0,0,1,2,,,,,,,
450203,Charlie Morton,31,31,15,7,2,24,.917,0.71,1.15,172.0,31,2,0,2,140,153,85,26,2,28,205,63,0,149,18,.233,640,.316,.411,.727,2,10,.833,14,2903,4.34,172.0,9,6,0,0,0,0,83,1.23,728,516,31,0,0,1854,.640,18,0,4,3,263,0.92,.600,16.88,0,3.25,10.73,3.30,7.80,4.45,1.47,0,0,0,1,6,,,,,,,
543521,Collin McHugh,57,0,3,5,0,8,1.000,0.14,1.06,68.1,57,1,0,0,57,68,20,8,0,5,74,14,1,50,5,.202,247,.257,.296,.553,0,1,1.000,6,1068,2.63,68.1,3,2,0,5,16,5,20,0.94,268,205,57,0,0,705,.660,5,0,3,0,73,0.84,.600,15.63,3,5.29,9.75,1.84,6.59,2.63,0.66,38,10,0,0,2,,,,,,,
621020,Dansby Swanson,159,159,386,189,8,583,.986,3.62,3.65,1416.0,159,75,0,5,118,162,99,31,1,25,180,48,0,175,3,.277,631,.329,.448,.777,7,18,.720,10,2716,,,,,,,,,,,,,,,,,,,,,,283,0.73,,,,,,,,,,,,0,0,4,686,96,213,.349,25.24,,
571670,Dylan Lee,54,0,4,0,0,4,1.000,0.07,0.69,52.0,54,0,0,0,58,48,23,7,1,4,46,14,3,46,0,.234,197,.283,.340,.623,0,1,1.000,7,825,3.12,52.0,1,3,9,13,6,4,18,1.15,212,156,54,0,0,556,.670,0,0,1,0,67,1.21,.250,15.87,21,3.29,7.96,2.42,7.96,3.98,0.69,10,3,0,0,1,0,0,0,.---,-.--,,
592696,Eddie Rosario,9,7,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,61,70,27,12,1,5,65,17,0,52,0,.212,245,.260,.331,.591,0,3,1.000,3,983,,,,,,,,,,,,,,,,,,,,,,81,0.87,,,,,,,,,,,,0,0,3,265,23,87,.264,49.00,,
501303,Ehire Adrianza,5,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,3,2,3,1,0,0,2,3,0,1,0,.125,8,.364,.250,.614,0,0,.---,0,43,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,5,.420,0,0,0,0,2,1.50,.---,12.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0,11,0,3,.167,-.--,,
628338,Guillermo Heredia,73,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,12,19,11,2,1,3,31,6,0,9,0,.127,71,.195,.310,.505,0,0,.---,1,321,,,,,,,,,,,,,,,,,,,,,,22,0.63,,,,,,,,,,,,0,0,0,77,6,35,.162,23.67,,
623451,Jackson Stephens,38,0,8,3,0,11,1.000,0.29,1.98,50.2,38,0,0,0,60,45,29,9,0,3,47,21,4,44,3,.228,193,.312,.321,.633,0,8,1.000,1,888,3.38,50.2,3,3,2,3,2,1,19,1.28,220,152,38,0,0,584,.660,3,0,1,0,62,1.33,.500,17.53,24,2.24,8.35,3.73,7.82,5.15,0.53,6,2,0,2,1,0,0,0,.---,-.--,,
543606,Jake Odorizzi,9,9,5,3,1,9,.889,0.89,1.76,41.1,9,1,0,1,32,55,28,6,1,8,33,17,1,52,1,.308,169,.368,.497,.865,2,3,.600,3,778,5.66,41.1,1,3,0,0,0,0,26,1.67,190,124,9,0,0,479,.620,1,0,0,0,84,0.58,.250,18.82,0,1.94,7.19,3.70,11.32,6.10,1.74,0,0,0,0,3,,,,,,,
445926,Jesse Chavez,44,1,5,2,0,7,1.000,0.16,1.24,51.2,44,0,0,0,46,46,14,7,1,5,59,13,0,44,1,.228,193,.279,.352,.631,1,2,.667,2,850,2.09,51.2,3,2,0,1,10,1,12,1.10,209,155,44,0,0,582,.680,1,1,2,0,68,1.00,.600,16.45,8,4.54,10.28,2.26,7.66,2.44,0.87,27,9,0,1,1,,,,,,,
445276,Kenley Jansen,64,0,3,1,0,4,1.000,0.06,0.57,63.0,64,0,0,0,34,71,25,6,3,8,83,22,3,45,2,.195,231,.268,.351,.619,2,10,.833,0,992,3.43,63.0,5,2,40,47,0,7,24,1.06,257,189,64,0,0,682,.690,2,1,1,0,81,0.48,.714,15.75,53,3.77,11.86,3.14,6.43,3.57,1.14,4,3,0,0,2,,,,,,,
657140,Kyle Wright,30,30,23,23,0,46,1.000,1.53,2.30,180.1,30,1,0,0,224,121,67,21,1,19,174,53,0,156,9,.232,672,.296,.351,.647,2,3,.600,25,2697,3.19,180.1,21,5,0,0,0,0,64,1.16,738,541,30,0,0,1797,.670,9,0,7,1,236,1.85,.808,14.96,0,3.28,8.68,2.65,7.79,3.34,0.95,0,0,1,0,3,,,,,,,
542303,Marcell Ozuna,123,71,0,0,0,0,.000,0.00,-.--,0.0,71,0,0,0,106,139,55,18,0,22,121,31,0,103,2,.222,465,.271,.402,.673,1,2,.667,12,1999,,,,,,,,,,,,,,,,,,,,,,187,0.76,,,,,,,,,,,,0,0,4,502,53,209,.248,21.14,,
621566,Matt Olson,159,158,100,1190,8,1298,.994,8.11,8.20,1416.0,159,100,0,0,137,158,84,43,0,33,166,75,6,145,4,.241,602,.327,.477,.804,0,0,.---,12,2848,,,,,,,,,,,,,,,,,,,,,,287,0.87,,,,,,,,,,,,0,0,4,685,101,253,.275,18.24,,
608331,Max Fried,30,30,26,15,1,42,.976,1.37,1.99,185.1,30,0,0,0,213,158,55,25,2,12,170,32,2,156,4,.225,692,.262,.319,.581,4,3,.429,15,2818,2.48,185.1,14,7,0,0,0,0,51,1.01,733,556,30,0,0,1836,.650,4,0,9,3,221,1.35,.667,15.21,0,5.31,8.26,1.55,7.58,2.67,0.58,0,0,0,0,5,,,,,,,
671739,Harris II,112,112,3,248,2,253,.992,2.24,2.25,1004.0,112,0,0,0,120,62,75,27,3,19,105,19,0,122,5,.298,409,.337,.518,.855,2,20,.909,7,1631,,,,,,,,,,,,,,,,,,,,,,212,1.94,,,,,,,,,,,,0,0,0,433,64,141,.361,21.53,,
606115,Orlando Arcia,1,0,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,0,3,0,0,0,0,0,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,6,.600,0,0,0,0,0,0.00,.---,10.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,0,222,30,81,.282,22.00,,
628452,Raisel Iglesias,27,0,2,2,0,4,1.000,0.15,1.44,25.1,27,0,0,0,21,26,2,3,0,0,27,4,0,17,1,.191,89,.232,.225,.457,0,0,.---,2,392,0.36,25.1,0,0,1,2,14,1,1,0.83,96,76,27,0,0,265,.680,1,0,0,0,20,0.81,.---,15.47,7,6.75,9.59,1.42,6.04,0.71,0.00,4,1,0,1,1,,,,,,,
543257,Robbie Grossman,43,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,23,43,15,4,0,5,36,16,0,27,0,.211,128,.297,.359,.656,1,3,.750,1,574,,,,,,,,,,,,,,,,,,,,,,46,0.53,,,,,,,,,,,,0,0,1,145,22,60,.250,25.60,,
660670,Acuna Jr.,27,27,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,116,100,71,24,0,15,124,51,3,123,10,.267,460,.351,.417,.768,11,28,.718,8,2127,,,,,,,,,,,,,,,,,,,,,,192,1.16,,,,,,,,,,,,0,0,3,524,49,143,.333,30.67,,
611093,Silvino Bracho,1,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,.000,3,.250,.000,.250,0,0,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,4,3,1,0,0,6,.670,1,0,0,0,0,2.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,
518595,Travis d'Arnaud,105,4,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,104,93,60,24,1,18,88,19,0,104,10,.267,389,.318,.473,.791,0,0,.---,12,1609,,,,,,,,,,,,,,,,,,,,28,0,184,1.12,,,,,,,,,,,,0,0,0,418,60,143,.304,21.61,3,3.37
554431,Tyler Matzek,40,0,3,0,0,3,1.000,0.08,0.68,40.2,40,1,0,0,32,51,19,7,0,3,36,26,2,23,2,.165,139,.300,.281,.581,1,2,.667,2,670,3.32,40.2,4,2,1,1,8,0,15,1.20,170,122,40,0,0,414,.620,2,0,6,0,39,0.63,.667,16.48,6,1.38,7.97,5.75,5.09,4.20,0.66,20,2,0,0,3,,,,,,,
687093,Vaughn Grissom,1,0,1,0,0,1,1.000,1.00,4.50,2.0,1,0,0,0,33,33,23,5,0,5,32,11,1,40,2,.290,138,.351,.435,.786,2,5,.714,0,564,,,,,,,,,,,,,,,,,,,,,,60,1.00,,,,,,,,,,,,0,0,0,151,17,64,.347,27.60,,
661388,William Contreras,94,30,0,0,0,0,.000,0.00,-.--,0.0,33,0,0,0,84,52,48,13,1,20,100,37,1,89,1,.276,323,.350,.508,.858,0,2,1.000,5,1486,,,,,,,,,,,,,,,,,,,,22,1,164,1.62,,,,,,,,,,,,0,0,2,363,44,134,.337,16.15,3,3.35
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
493603,Adam Ottavino,65,0,6,3,2,11,.818,0.14,1.27,64.0,65,0,0,1,57,50,15,6,2,6,77,15,2,48,5,.209,230,.270,.330,.600,2,19,.905,8,1030,2.11,64.0,5,3,3,6,19,3,15,0.98,252,192,65,0,0,662,.640,5,0,7,1,76,1.14,.625,16.09,19,5.13,10.83,2.11,6.75,2.11,0.84,38,14,0,0,2,,,,,,,
607043,Brandon Nimmo,149,146,4,301,0,305,1.000,2.05,2.16,1268.1,149,1,0,0,166,143,100,28,7,14,116,71,0,153,16,.267,572,.363,.414,.777,2,3,.600,9,2747,,,,,,,,,,,,,,,,,,,,,,237,1.16,,,,,,,,,,,,0,3,3,665,58,165,.312,40.86,,
471911,Carlos Carrasco,28,28,18,14,1,33,.970,1.14,1.95,148.0,28,3,0,1,147,126,69,36,1,16,149,40,2,156,8,.271,576,.326,.420,.746,1,6,.857,18,2339,3.95,148.0,15,7,0,0,0,0,65,1.32,627,444,28,0,0,1547,.660,8,0,5,1,242,1.17,.682,15.80,0,3.73,9.06,2.43,9.49,4.20,0.97,0,0,1,0,2,,,,,,,
605135,Chris Bassitt,30,30,16,16,0,32,1.000,1.07,1.59,181.2,30,3,0,0,199,157,71,26,1,19,167,49,0,159,13,.234,680,.297,.359,.656,3,7,.700,22,2886,3.42,181.2,15,9,0,0,0,0,69,1.14,745,545,30,0,0,1894,.660,13,1,5,1,244,1.27,.625,15.89,0,3.41,8.27,2.43,7.88,3.52,0.94,0,0,1,0,2,,,,,,,
596129,Daniel Vogelbach,75,0,1,5,1,7,.857,1.20,10.80,5.0,5,1,0,0,59,58,29,10,1,12,67,40,1,54,0,.228,237,.338,.430,.768,0,0,.---,8,1230,,,,,,,,,,,,,,,,,,,,,,102,1.02,,,,,,,,,,,,0,0,1,278,34,95,.264,19.75,,
656849,David Peterson,27,19,12,1,3,16,.813,0.48,1.13,104.2,27,1,0,2,99,78,50,21,1,11,126,48,1,93,7,.238,391,.330,.381,.711,0,1,1.000,10,1877,3.87,104.2,7,5,0,1,0,1,45,1.35,451,314,27,0,0,1115,.590,7,0,3,3,149,1.27,.583,17.93,0,2.63,10.83,4.13,8.00,4.30,0.95,4,0,0,2,3,,,,,,,
622098,Drew Smith,43,0,2,2,0,4,1.000,0.09,0.80,45.0,43,0,0,0,27,53,17,4,0,9,52,15,0,36,0,.216,167,.279,.401,.680,1,0,.000,1,760,3.40,45.0,3,3,0,2,14,2,17,1.13,183,135,43,0,0,483,.640,0,0,0,0,67,0.51,.500,16.89,6,3.47,10.40,3.00,7.20,3.40,1.80,14,8,0,0,1,,,,,,,
500871,Eduardo Escobar,134,5,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,90,162,57,26,4,20,126,37,3,119,1,.242,491,.293,.434,.727,2,0,.000,4,2057,,,,,,,,,,,,,,,,,,,,,,213,0.56,,,,,,,,,,,,0,0,6,535,69,263,.282,24.55,,
621242,Edwin Diaz,60,0,1,3,1,5,.800,0.07,0.60,60.2,60,0,0,1,30,30,9,3,0,3,117,18,1,34,2,.163,209,.234,.220,.454,2,9,.818,3,913,1.34,60.2,3,1,31,34,4,3,9,0.86,231,182,60,0,0,633,.690,2,0,2,0,46,1.00,.750,15.05,48,6.50,17.36,2.67,5.04,1.34,0.45,9,2,0,0,2,0,0,0,.---,-.--,,
596019,Francisco Lindor,158,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,152,175,97,24,5,25,131,59,2,168,10,.271,619,.341,.447,.788,6,16,.727,11,2794,,,,,,,,,,,,,,,,,,,,,,277,0.87,,,,,,,,,,,,0,0,7,695,103,288,.304,24.76,,
594798,Jacob deGrom,11,11,1,5,0,6,1.000,0.55,0.84,64.1,11,0,0,0,39,50,22,7,0,9,102,8,0,40,0,.175,229,.202,.323,.525,0,3,1.000,1,940,3.08,64.1,5,4,0,0,0,0,22,0.75,239,193,11,0,0,651,.690,0,0,0,0,74,0.78,.556,14.61,0,12.75,14.27,1.12,5.60,3.08,1.26,0,0,0,1,1,,,,,,,
543510,James McCann,1,0,0,1,0,1,1.000,1.00,4.50,2.0,1,0,0,0,38,57,18,6,0,2,42,11,0,31,4,.187,166,.251,.259,.510,8,26,.765,5,685,,,,,,,,,,,,,,,,,,,,21,0,43,0.67,,,,,,,,,,,,2,0,2,183,15,75,.234,83.00,1,3.28
643446,Jeff McNeil,145,3,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,130,168,71,38,1,8,61,39,1,171,11,.326,525,.381,.448,.829,0,4,1.000,6,2041,,,,,,,,,,,,,,,,,,,,,,235,0.77,,,,,,,,,,,,0,0,5,580,61,225,.354,65.62,,
570257,Joely Rodriguez,54,0,1,0,1,2,.500,0.02,0.18,49.1,54,0,0,0,53,34,28,6,0,3,57,26,1,41,1,.225,182,.324,.308,.632,0,3,1.000,5,830,4.56,49.1,2,4,0,0,9,0,25,1.36,212,148,54,0,0,528,.640,1,0,2,0,56,1.56,.333,16.82,8,2.19,10.40,4.74,7.48,5.11,0.55,17,3,0,2,1,0,0,0,.---,-.--,,
641645,Luis Guillorme,100,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,107,61,32,11,1,2,45,33,1,79,2,.272,290,.351,.338,.689,0,1,1.000,14,1343,,,,,,,,,,,,,,,,,,,,,,98,1.75,,,,,,,,,,,,0,2,0,327,16,148,.317,145.00,,
592192,Mark Canha,137,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,120,120,68,24,0,12,96,48,1,119,27,.263,453,.366,.395,.761,1,3,.750,3,2178,,,,,,,,,,,,,,,,,,,,,,179,1.00,,,,,,,,,,,,0,0,2,530,56,214,.308,37.75,,
668901,Mark Vientos,14,6,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,7,8,1,1,0,1,11,5,0,4,0,.133,30,.257,.267,.524,0,0,.---,1,161,,,,,,,,,,,,,,,,,,,,,,8,0.88,,,,,,,,,,,,0,0,0,35,3,21,.167,30.00,,
453286,Max Scherzer,23,23,12,6,0,18,1.000,0.78,1.12,145.1,23,1,0,0,82,167,39,20,0,13,173,24,0,108,11,.207,523,.254,.319,.573,4,4,.500,10,2167,2.29,145.1,11,5,0,0,0,0,37,0.91,565,436,23,0,0,1480,.680,11,0,1,0,167,0.49,.688,14.91,0,7.21,10.71,1.49,6.69,2.42,0.81,0,0,0,3,4,,,,,,,
624413,Pete Alonso,158,27,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,133,181,94,27,0,40,128,65,16,159,12,.269,592,.348,.517,.865,1,5,.833,17,2477,,,,,,,,,,,,,,,,,,,,,,306,0.73,,,,,,,,,,,,0,0,9,678,131,285,.275,14.80,,
607625,Seth Lugo,62,0,8,3,0,11,1.000,0.18,1.52,65.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.60,65.0,3,2,3,6,16,3,26,1.17,272,195,62,0,0,679,.630,3,0,2,0,0,-.--,.600,16.60,20,3.83,9.55,2.49,8.03,3.60,1.25,24,11,0,0,0,0,0,0,.---,-.--,,
592836,Taijuan Walker,28,28,24,15,2,41,.951,1.39,2.29,153.0,28,0,0,2,166,154,63,26,1,15,122,45,1,139,6,.240,579,.301,.366,.667,2,8,.800,13,2419,3.59,153.0,12,5,0,0,0,0,61,1.20,632,459,28,0,0,1540,.640,6,0,0,5,212,1.08,.706,15.81,0,2.71,7.18,2.65,8.18,3.71,0.88,0,0,0,0,2,,,,,,,
605253,Terrance Gore,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,.000,3,.000,.000,.000,0,3,1.000,0,11,,,,,,,,,,,,,,,,,,,,,,0,0.00,,,,,,,,,,,,0,0,0,3,0,2,.000,-.--,,
621512,Tomas Nido,97,85,26,852,5,883,.994,9.24,10.44,757.1,95,3,0,3,93,58,30,15,0,3,76,14,0,67,1,.239,280,.276,.325,.601,0,0,.---,14,1055,,,,,,,,,,,,,,,,,,,,13,3,91,1.60,,,,,,,,,,,,0,12,2,309,28,146,.315,93.33,3,3.68
543507,Trevor May,25,0,1,1,0,2,1.000,0.08,0.75,24.0,25,0,0,0,15,28,14,5,0,4,29,8,0,27,0,.273,99,.327,.444,.771,0,2,1.000,0,446,5.25,24.0,2,0,1,1,6,0,14,1.46,107,72,25,0,0,277,.620,0,0,0,0,44,0.54,1.000,18.58,6,3.63,10.88,3.00,10.13,5.25,1.50,6,0,0,0,0,,,,,,,
592866,Trevor Williams,29,9,4,5,0,9,1.000,0.31,0.98,83.2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.23,83.2,2,5,1,2,1,1,30,1.24,349,251,29,0,0,844,.640,4,0,1,0,0,-.--,.286,15.87,5,3.39,8.39,2.47,8.71,3.44,1.18,13,9,0,0,0,0,0,0,.---,-.--,,
571980,Tyler Naquin,46,12,0,19,1,20,.950,1.27,1.78,96.1,15,0,0,0,25,28,17,7,2,4,35,6,0,25,1,.221,113,.267,.425,.692,0,1,1.000,1,466,,,,,,,,,,,,,,,,,,,,,,48,0.89,,,,,,,,,,,,0,0,0,120,13,61,.284,28.25,,
656731,Tylor Megill,14,9,5,3,0,8,1.000,0.57,1.60,45.1,14,0,0,0,41,44,27,9,0,7,50,13,0,44,1,.251,175,.304,.423,.727,1,2,.667,3,763,5.36,45.1,4,2,0,0,0,0,27,1.26,193,136,14,0,0,492,.640,1,0,1,0,74,0.93,.667,16.83,1,3.85,9.93,2.58,8.74,5.36,1.39,1,0,0,2,2,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
605400,Aaron Nola,31,31,14,9,2,25,.920,0.74,1.05,198.1,31,0,0,2,173,182,75,39,1,19,226,29,1,166,9,.223,744,.261,.355,.616,8,11,.579,9,2951,3.36,198.1,10,13,0,0,0,0,74,0.98,785,595,31,2,1,2041,.690,9,0,2,0,264,0.95,.435,14.88,0,7.79,10.26,1.32,7.53,3.40,0.86,0,0,0,3,0,,,,,,,
664761,Alec Bohm,149,9,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,166,150,79,24,3,13,108,31,1,163,4,.282,577,.318,.402,.720,3,2,.400,18,2274,,,,,,,,,,,,,,,,,,,,,,232,1.11,,,,,,,,,,,,0,0,10,622,72,225,.322,44.38,,
571479,Andrew Bellatti,59,1,3,1,0,4,1.000,0.07,0.67,54.1,59,0,0,0,28,51,25,15,0,5,78,25,1,47,1,.234,201,.317,.383,.700,2,3,.600,0,963,3.31,54.1,4,4,2,3,9,1,20,1.33,230,163,59,0,0,591,.610,1,0,1,2,77,0.55,.500,17.72,16,3.12,12.92,4.14,7.79,4.14,0.83,32,9,0,0,3,0,0,0,.---,-.--,,
663559,Bailey Falter,19,15,4,4,0,8,1.000,0.42,0.87,83.0,19,0,0,0,64,101,39,17,2,16,74,17,0,83,6,.260,319,.307,.476,.783,4,3,.429,6,1284,3.90,83.0,6,4,0,0,0,0,36,1.20,345,249,19,0,0,873,.680,6,0,2,2,152,0.63,.600,15.47,3,4.35,8.02,1.84,9.00,4.23,1.73,0,0,0,0,3,,,,,,,
669016,Brandon Marsh,38,2,0,4,0,4,1.000,2.00,2.12,17.0,2,0,0,0,27,24,15,7,2,3,37,5,0,35,0,.285,123,.313,.447,.760,2,2,.500,2,493,,,,,,,,,,,,,,,,,,,,,,55,1.13,,,,,,,,,,,,0,0,0,128,14,50,.386,41.00,,
547180,Bryce Harper,97,88,0,0,0,0,.000,0.00,-.--,0.0,88,0,0,0,96,85,63,28,1,18,84,46,9,104,3,.287,362,.366,.519,.885,4,11,.733,13,1559,,,,,,,,,,,,,,,,,,,,,,188,1.13,,,,,,,,,,,,0,0,7,418,65,141,.322,20.11,,
681082,Bryson Stott,124,73,175,93,7,275,.975,3.35,3.77,639.1,80,34,0,5,113,124,57,18,2,9,87,35,0,97,1,.232,419,.292,.348,.640,4,12,.750,3,1840,,,,,,,,,,,,,,,,,,,,,,146,0.91,,,,,,,,,,,,0,1,1,457,48,205,.272,46.56,,
606965,Chris Devenski,2,0,0,0,0,0,.000,0.00,0.00,2.1,2,0,0,0,1,4,3,0,0,1,2,0,0,3,0,.333,9,.300,.667,.967,0,0,.---,0,40,11.57,2.1,0,0,0,0,0,0,3,1.29,10,7,2,0,0,29,.730,0,0,0,0,6,0.25,.---,17.14,1,-.--,7.71,0.00,11.57,11.57,3.86,3,1,0,0,1,,,,,,,
641401,Connor Brogdon,46,0,1,2,0,3,1.000,0.07,0.64,42.2,46,0,0,0,28,50,16,8,1,6,50,11,0,41,1,.246,167,.294,.413,.707,1,2,.667,0,690,3.38,42.2,2,2,2,4,6,2,16,1.22,181,128,46,0,0,459,.670,1,0,3,0,69,0.56,.500,16.17,11,4.55,10.55,2.32,8.65,3.38,1.27,26,8,0,1,1,,,,,,,
656495,Dalton Guthrie,12,4,0,13,0,13,1.000,1.18,2.17,54.0,11,0,0,0,3,2,2,0,0,1,5,5,0,7,0,.412,17,.545,.588,1.133,0,1,1.000,0,85,,,,,,,,,,,,,,,,,,,,,,10,1.50,,,,,,,,,,,,0,0,0,22,5,3,.545,17.00,,
669742,Darick Hall,1,0,0,0,0,0,.000,0.00,-.--,0.0,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,6,0.00,0.1,0,0,0,0,0,0,0,3.00,2,1,1,0,0,4,.670,0,0,0,0,1,0.00,.---,18.00,1,-.--,0.00,0.00,27.00,0.00,0.00,2,1,0,0,0,136,16,52,.309,14.44,,
502085,David Robertson,36,0,2,3,0,5,1.000,0.24,2.05,22.1,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,6,2.82,22.1,1,3,6,9,3,3,7,1.39,96,67,21,0,0,245,.620,0,0,2,0,0,-.--,.250,17.82,11,2.00,12.09,6.04,6.45,3.22,0.81,0,0,0,0,0,1,0,1,.---,-.--,,
596117,Garrett Stubbs,48,0,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,26,23,19,4,1,5,26,13,0,27,0,.267,101,.351,.475,.826,0,2,1.000,2,471,17.18,3.2,0,0,0,0,0,0,7,2.18,18,11,4,0,0,37,.620,0,0,0,0,48,1.13,.---,16.36,4,1.00,2.45,2.45,17.18,17.18,7.36,0,0,0,1,0,115,16,35,.314,20.20,3,4.10
592663,J.T. Realmuto,2,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,126,123,75,26,5,22,117,41,1,137,12,.275,498,.342,.480,.822,30,38,.559,6,2166,,,,,,,,,,,,,,,,,,,,35,1,239,1.02,,,,,,,,,,,,0,0,5,556,84,210,.316,22.64,2,3.93
516416,Jean Segura,1,0,1,0,0,1,1.000,1.00,9.00,1.0,1,0,0,0,115,79,45,9,0,10,56,25,1,98,7,.282,347,.342,.395,.737,6,13,.684,16,1367,,,,,,,,,,,,,,,,,,,,,,137,1.46,,,,,,,,,,,,0,0,1,380,33,146,.312,34.70,,
621237,Jose Alvarado,58,0,6,2,0,8,1.000,0.14,1.47,49.2,58,1,0,0,47,22,21,8,1,2,78,24,4,38,1,.208,183,.301,.295,.596,1,6,.857,4,862,3.26,49.2,4,2,2,4,21,2,18,1.25,210,149,58,0,0,533,.620,1,0,5,1,54,2.14,.667,17.36,8,3.25,14.13,4.35,6.89,3.81,0.36,23,7,0,1,1,1,0,1,.---,-.--,,
502043,Kyle Gibson,31,31,17,12,1,30,.967,0.94,1.56,167.2,31,1,0,1,184,157,98,33,2,24,144,48,0,176,9,.268,656,.325,.434,.759,3,3,.500,16,2739,5.05,167.2,10,8,0,0,0,0,94,1.34,718,503,31,0,0,1747,.640,9,0,4,2,285,1.17,.556,16.34,0,3.00,7.73,2.58,9.45,5.26,1.29,0,0,0,1,4,,,,,,,
656941,Kyle Schwarber,15,15,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,108,143,98,21,3,44,199,84,3,124,4,.217,572,.320,.495,.815,1,10,.909,10,2839,,,,,,,,,,,,,,,,,,,,,,283,0.76,,,,,,,,,,,,0,0,2,662,92,207,.242,13.00,,
