,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
608324,Alex Bregman,125,107,164,80,34,0,20,65,72,1,120,7,.267,449,.372,.477,.849,1,1,.500,16,2051,535,214,77,206,0,7,.270,0.65,0,22.45,124,204,123,6,333,.982,2.62,2.68,1099.2,125,33,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656232,Brandon Bielak,4,10,11,4,1,0,1,10,3,0,9,3,.225,40,.326,.325,.651,0,0,.---,0,191,,13,,,0,0,,0.91,0,,0,0,0,0,0,.000,0.00,0.00,10.1,4,0,0,0,3.48,10.1,0,0,0,0,1,0,4,1.16,46,31,4,0,0,117,.610,3,0,1,0,.---,18.48,1,3.33,8.71,2.61,7.84,3.48,0.87,1,0,,
650556,Bryan Abreu,41,35,34,14,7,0,1,68,21,0,36,4,.209,172,.308,.267,.575,1,3,.750,5,817,,46,,,0,1,,1.03,0,,0,6,1,0,7,1.000,0.17,1.34,47.2,41,0,0,0,2.08,47.2,4,0,2,2,3,0,11,1.20,198,143,41,0,0,505,.620,4,0,7,0,1.000,17.14,15,3.24,12.84,3.97,6.80,2.64,0.19,19,8,,
676801,Chas McCormick,1,67,67,36,10,2,12,81,36,0,67,1,.238,281,.326,.416,.742,2,2,.500,5,1233,319,117,37,106,0,1,.291,1.00,0,23.42,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543877,Christian Vazquez,1,12,12,5,0,0,0,7,3,0,16,0,.340,47,.380,.340,.720,3,8,.727,1,195,50,16,5,12,0,0,.400,1.00,0,-.--,0,0,1,0,1,1.000,1.00,9.00,1.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,0,3.67
664299,Cristian Javier,25,52,147,41,18,1,16,157,44,0,79,6,.182,433,.267,.339,.606,2,8,.800,3,2107,,147,,,1,1,,0.35,0,,20,1,2,0,3,1.000,0.12,0.23,120.1,25,0,0,0,3.07,120.1,8,9,0,0,1,0,41,1.02,485,361,25,0,0,1324,.630,6,1,5,0,.471,17.51,0,3.57,11.74,3.29,5.91,3.07,1.20,0,0,,
682073,David Hensley,2,2,1,1,1,0,0,3,1,0,4,0,.400,10,.455,.500,.955,0,0,.---,0,43,11,5,0,4,0,0,.571,2.00,0,-.--,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664285,Framber Valdez,25,236,85,52,19,1,9,150,56,0,127,11,.214,594,.293,.295,.588,0,5,1.000,22,2433,,175,,,2,2,,2.78,0,,25,20,5,1,26,.962,1.00,1.37,164.0,25,0,0,1,2.63,164.0,14,4,0,0,0,0,48,1.12,665,492,25,2,0,1569,.640,11,1,7,0,.778,14.84,0,2.68,8.23,3.07,6.97,2.85,0.49,0,0,,
593576,Hector Neris,57,33,61,22,12,1,2,63,14,0,38,5,.195,195,.266,.297,.563,1,3,.750,4,826,,58,,,0,0,,0.54,0,,0,1,1,0,2,1.000,0.04,0.33,54.1,57,1,0,0,3.48,54.1,4,4,3,6,22,3,21,0.96,214,163,57,0,0,545,.660,5,1,5,0,.500,15.20,22,4.50,10.44,2.32,6.29,3.64,0.33,6,1,,
656695,J.J. Matijevic,9,16,11,7,2,0,2,21,2,0,11,2,.186,59,.238,.322,.560,0,1,1.000,1,233,63,19,4,31,0,0,.250,1.45,0,29.50,6,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665161,Jeremy Pena,105,112,90,54,16,1,16,109,19,0,100,5,.246,406,.285,.409,.694,2,7,.778,3,1568,437,166,45,159,0,5,.294,1.24,2,25.38,104,288,123,14,425,.967,3.91,4.02,920.1,105,56,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,2,108,124,76,31,0,22,73,52,1,122,8,.286,426,.374,.514,.888,1,12,.923,12,1879,487,219,48,110,0,1,.301,0.87,0,19.36,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664353,Jose Urquidy,24,111,188,59,29,0,23,109,31,0,128,6,.241,531,.288,.426,.714,3,6,.667,8,2210,,226,,,0,5,,0.59,0,,24,8,4,0,12,1.000,0.50,0.78,139.0,24,1,0,0,3.69,139.0,12,5,0,0,0,0,57,1.14,573,417,24,0,0,1504,.680,6,0,5,0,.706,15.90,0,3.52,7.06,2.01,8.29,3.82,1.49,0,0,,
663656,Kyle Tucker,3,98,149,57,24,1,22,76,51,2,113,0,.260,434,.337,.472,.809,2,19,.905,7,1844,489,205,84,193,0,2,.269,0.66,2,19.73,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621121,McCullers Jr.,3,17,14,3,3,0,1,13,10,0,13,0,.228,57,.343,.333,.676,1,1,.500,3,262,,19,,,0,0,,1.21,0,,3,0,1,0,1,1.000,0.33,0.56,16.0,3,0,0,0,1.69,16.0,1,1,0,0,0,0,3,1.44,67,48,3,0,0,151,.580,0,0,0,0,.500,16.38,0,1.30,7.31,5.63,7.31,1.69,0.56,0,0,,
671277,Luis Garcia,59,75,51,19,14,2,5,51,4,0,71,1,.291,244,.302,.426,.728,4,2,.333,3,898,253,104,28,104,1,3,.346,1.47,0,48.80,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,94,71,71,31,12,0,12,98,20,0,51,6,.178,286,.245,.346,.591,11,31,.738,4,1253,317,99,37,144,3,2,.219,1.00,0,23.83,91,32,822,1,855,.999,9.09,9.73,790.2,94,3,0,1,,,,,,,,,,,,,,,,,,,,26,1,,,,,,,,,,,,8,3.04
643289,Mauricio Dubon,1,10,23,10,1,0,2,4,1,0,11,0,.239,46,.245,.391,.636,0,0,.---,0,149,49,18,8,32,0,2,.214,0.43,0,23.00,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664208,Phil Maton,54,45,51,30,7,1,8,55,19,1,49,7,.250,196,.333,.418,.751,1,1,.500,6,884,,82,,,1,3,,0.88,0,,0,5,1,1,7,.857,0.11,1.04,52.0,54,1,0,1,4.15,52.0,0,2,0,2,12,2,24,1.31,226,156,54,0,0,564,.640,7,0,0,0,.000,17.00,6,2.89,9.52,3.29,8.48,5.19,1.38,22,5,,
606160,Rafael Montero,57,58,42,19,7,1,2,58,21,2,42,2,.211,199,.293,.286,.579,0,7,1.000,8,894,,57,,,1,0,,1.38,0,,0,4,2,1,7,.857,0.11,1.00,54.2,57,0,0,1,2.63,54.2,4,2,10,12,18,2,16,1.15,223,164,57,0,0,569,.640,2,0,1,0,.667,16.35,20,2.76,9.55,3.46,6.91,3.13,0.33,19,4,,
592773,Ryne Stanek,48,31,47,7,6,0,2,49,27,1,30,0,.194,155,.310,.271,.581,2,4,.667,4,721,,42,,,0,2,,0.66,0,,0,1,0,0,1,1.000,0.02,0.20,44.1,48,0,0,0,1.22,44.1,2,1,1,4,14,3,6,1.29,184,133,48,0,0,439,.610,0,0,4,0,.667,16.26,10,1.81,9.95,5.48,6.09,1.42,0.41,21,9,,
661527,Seth Martinez,25,30,40,10,2,0,3,33,13,1,23,1,.184,125,.266,.272,.538,1,1,.500,3,523,,34,,,1,0,,0.75,0,,0,5,1,0,6,1.000,0.24,1.54,35.0,25,1,0,0,2.31,35.0,0,1,0,0,3,0,9,1.03,140,105,25,0,0,345,.660,1,0,0,0,.000,14.94,6,2.54,8.49,3.34,5.91,2.57,0.77,11,0,,
641820,Trey Mancini,12,16,21,9,2,0,6,25,5,0,16,0,.208,77,.253,.468,.721,0,0,.---,1,323,83,36,17,35,0,1,.213,0.76,0,12.83,11,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,19,84,141,55,22,1,19,75,49,3,107,7,.266,403,.352,.467,.819,9,38,.809,8,1921,463,188,75,190,0,4,.281,0.60,0,21.21,18,0,0,0,0,.000,0.00,-.--,0.0,19,0,0,0,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,4,2.64
670541,Yordan Alvarez,64,100,84,78,17,2,31,88,64,7,111,5,.294,377,.398,.597,.995,1,1,.500,11,1794,452,225,80,182,0,6,.303,1.19,0,12.16,64,0,0,0,0,.000,0.00,-.--,0.0,64,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493329,Yuli Gurriel,1,116,160,46,34,0,7,62,27,0,106,6,.240,441,.291,.365,.656,0,8,1.000,13,1742,477,161,40,215,0,3,.264,0.73,0,63.00,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
